,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,continent,lifeExp,pop,gdpPercap
1485,1982-07-10,Poland,France,3,2,FIFA World Cup,Alicante,Spain,True,1982,Europe,76.3,37983310,13926.16997
1486,1982-07-11,Italy,Germany,3,1,FIFA World Cup,Madrid,Spain,True,1982,Europe,76.3,37983310,13926.16997
1487,1982-10-27,Spain,Iceland,1,0,UEFA Euro qualification,Málaga,Spain,False,1982,Europe,76.3,37983310,13926.16997
1488,1982-03-02,Iraq,German DR,0,0,Friendly,Baghdad,Iraq,False,1982,Asia,62.038,14173318,14517.90711
1489,1982-03-07,Iraq,South Korea,3,0,Friendly,Baghdad,Iraq,False,1982,Asia,62.038,14173318,14517.90711
1490,1982-03-10,Iraq,South Korea,1,1,Friendly,Baghdad,Iraq,False,1982,Asia,62.038,14173318,14517.90711
1491,1982-03-06,Iran,North Korea,2,0,Friendly,Tehran,Iran,False,1982,Asia,59.62,43072751,7608.334602
1492,1982-03-09,Argentina,Czechoslovakia,0,0,Friendly,Mar del Plata,Argentina,False,1982,Americas,69.942,29341374,8997.897412
1493,1982-03-24,Argentina,Germany,1,1,Friendly,Buenos Aires,Argentina,False,1982,Americas,69.942,29341374,8997.897412
1494,1982-04-14,Argentina,Russia,1,1,Friendly,Buenos Aires,Argentina,False,1982,Americas,69.942,29341374,8997.897412
1495,1982-05-05,Argentina,Bulgaria,2,1,Friendly,Buenos Aires,Argentina,False,1982,Americas,69.942,29341374,8997.897412
1496,1982-05-12,Argentina,Romania,1,0,Friendly,Rosario,Argentina,False,1982,Americas,69.942,29341374,8997.897412
1497,1982-03-14,Kuwait,Iceland,0,0,Friendly,Kuwait City,Kuwait,False,1982,Asia,71.309,1497494,31354.03573
1498,1982-11-13,Kuwait,Norway,1,0,Friendly,Kuwait City,Kuwait,False,1982,Asia,71.309,1497494,31354.03573
1499,1982-03-21,Trinidad and Tobago,United States,1,2,Friendly,Port of Spain,Trinidad and Tobago,False,1982,Americas,68.832,1116479,9119.528607
1500,1982-05-08,Trinidad and Tobago,Bermuda,2,2,Friendly,Arima,Trinidad and Tobago,False,1982,Americas,68.832,1116479,9119.528607
1501,1982-05-12,Trinidad and Tobago,Bermuda,4,2,Friendly,Port of Spain,Trinidad and Tobago,False,1982,Americas,68.832,1116479,9119.528607
1502,1982-05-30,Trinidad and Tobago,Republic of Ireland,2,1,Friendly,Arima,Trinidad and Tobago,False,1982,Americas,68.832,1116479,9119.528607
1503,1982-06-27,Trinidad and Tobago,Suriname,2,3,Friendly,Port of Spain,Trinidad and Tobago,False,1982,Americas,68.832,1116479,9119.528607
1504,1982-03-23,Chile,Peru,2,1,Friendly,Santiago,Chile,False,1982,Americas,70.565,11487112,5095.665738
1505,1982-05-21,Chile,Republic of Ireland,1,0,Friendly,Santiago,Chile,False,1982,Americas,70.565,11487112,5095.665738
1506,1982-03-24,Belgium,Romania,4,1,Friendly,Brussels,Belgium,False,1982,Europe,73.93,9856303,20979.84589
1507,1982-04-28,Belgium,Bulgaria,2,1,Friendly,Brussels,Belgium,False,1982,Europe,73.93,9856303,20979.84589
1508,1982-10-06,Belgium,Switzerland,3,0,UEFA Euro qualification,Brussels,Belgium,False,1982,Europe,73.93,9856303,20979.84589
1509,1982-12-15,Belgium,Scotland,3,2,UEFA Euro qualification,Brussels,Belgium,False,1982,Europe,73.93,9856303,20979.84589
1510,1982-03-24,Hungary,Austria,2,3,Friendly,Budapest,Hungary,False,1982,Europe,69.39,10705535,12545.99066
1511,1982-04-18,Hungary,Peru,1,2,Friendly,Budapest,Hungary,False,1982,Europe,69.39,10705535,12545.99066
1512,1982-09-22,Hungary,Turkey,5,0,Friendly,Győr,Hungary,False,1982,Europe,69.39,10705535,12545.99066
1513,1982-03-24,Switzerland,Portugal,2,1,Friendly,Lugano,Switzerland,False,1982,Europe,76.21,6468126,28397.71512
1514,1982-05-28,Switzerland,Italy,1,1,Friendly,Geneva,Switzerland,False,1982,Europe,76.21,6468126,28397.71512
1515,1982-09-07,Switzerland,Bulgaria,3,2,Friendly,St. Gallen,Switzerland,False,1982,Europe,76.21,6468126,28397.71512
1516,1982-11-17,Switzerland,Scotland,2,0,UEFA Euro qualification,Berne,Switzerland,False,1982,Europe,76.21,6468126,28397.71512
1517,1982-03-30,Peru,Chile,1,0,Copa del Pacífico,Lima,Peru,False,1982,Americas,61.406,18125129,6434.501797
1518,1982-04-01,Nepal,Bhutan,3,1,Friendly,Kathmandu,Nepal,False,1982,Asia,49.594,15796314,718.3730947
1519,1982-04-07,India,Thailand,1,1,Friendly,Kathmandu,Nepal,True,1982,Asia,49.594,15796314,718.3730947
1520,1982-04-19,Nepal,Thailand,1,0,Friendly,Kathmandu,Nepal,False,1982,Asia,49.594,15796314,718.3730947
1521,1982-04-14,Bulgaria,Romania,1,2,Friendly,Ruse,Bulgaria,False,1982,Europe,71.08,8892098,8224.191647
1522,1982-09-22,Bulgaria,German DR,2,2,Friendly,Burgas,Bulgaria,False,1982,Europe,71.08,8892098,8224.191647
1523,1982-10-14,Bulgaria,Malta,7,0,Friendly,Sofia,Bulgaria,False,1982,Europe,71.08,8892098,8224.191647
1524,1982-10-27,Bulgaria,Norway,2,2,UEFA Euro qualification,Sofia,Bulgaria,False,1982,Europe,71.08,8892098,8224.191647
1525,1982-11-17,Bulgaria,Yugoslavia,0,1,UEFA Euro qualification,Sofia,Bulgaria,False,1982,Europe,71.08,8892098,8224.191647
1526,1982-04-14,Netherlands,Greece,1,0,Friendly,Eindhoven,Netherlands,False,1982,Europe,76.05,14310401,21399.46046
1527,1982-09-22,Netherlands,Republic of Ireland,2,1,UEFA Euro qualification,Rotterdam,Netherlands,False,1982,Europe,76.05,14310401,21399.46046
1528,1982-11-10,Netherlands,France,1,2,Friendly,Rotterdam,Netherlands,False,1982,Europe,76.05,14310401,21399.46046
1529,1982-04-18,El Salvador,Honduras,3,2,Friendly,San Salvador,El Salvador,False,1982,Americas,56.604,4474873,4098.344175
1530,1982-04-22,Honduras,El Salvador,1,1,Friendly,San Pedro Sula,Honduras,False,1982,Americas,60.909,3669448,3121.760794
1531,1982-04-25,Algeria,Peru,1,1,Friendly,Algiers,Algeria,False,1982,Africa,61.368,20033753,5745.160213
1532,1982-04-28,Algeria,Republic of Ireland,2,0,Friendly,Algiers,Algeria,False,1982,Africa,61.368,20033753,5745.160213
1533,1982-04-28,Austria,Czechoslovakia,2,1,Friendly,Vienna,Austria,False,1982,Europe,73.18,7574613,21597.08362
1534,1982-05-19,Austria,Denmark,1,0,Friendly,Vienna,Austria,False,1982,Europe,73.18,7574613,21597.08362
1535,1982-09-22,Austria,Albania,5,0,UEFA Euro qualification,Vienna,Austria,False,1982,Europe,73.18,7574613,21597.08362
1536,1982-10-13,Austria,Northern Ireland,2,0,UEFA Euro qualification,Vienna,Austria,False,1982,Europe,73.18,7574613,21597.08362
1537,1982-11-17,Austria,Turkey,4,0,UEFA Euro qualification,Vienna,Austria,False,1982,Europe,73.18,7574613,21597.08362
1538,1982-04-28,Norway,Finland,1,1,Nordic Championship,Stavanger,Norway,False,1982,Europe,75.97,4114787,26298.63531
1539,1982-05-12,Norway,Germany,2,4,Friendly,Oslo,Norway,False,1982,Europe,75.97,4114787,26298.63531
1540,1982-06-15,Norway,Denmark,2,1,Nordic Championship,Oslo,Norway,False,1982,Europe,75.97,4114787,26298.63531
1541,1982-08-11,Norway,Sweden,1,0,Nordic Championship,Oslo,Norway,False,1982,Europe,75.97,4114787,26298.63531
1542,1982-10-13,Norway,Yugoslavia,3,1,UEFA Euro qualification,Oslo,Norway,False,1982,Europe,75.97,4114787,26298.63531
1543,1982-05-01,Romania,Cyprus,3,1,UEFA Euro qualification,Hunedoara,Romania,False,1982,Europe,69.66,22356726,9605.314053
1544,1982-09-01,Romania,Denmark,1,0,Friendly,Bucharest,Romania,False,1982,Europe,69.66,22356726,9605.314053
1545,1982-09-08,Romania,Sweden,2,0,UEFA Euro qualification,Bucharest,Romania,False,1982,Europe,69.66,22356726,9605.314053
1546,1982-05-01,Thailand,Singapore,1,1,King's Cup,Bangkok,Thailand,False,1982,Asia,64.597,48827160,2393.219781
1547,1982-05-05,South Korea,Malaysia,5,0,King's Cup,Bangkok,Thailand,True,1982,Asia,64.597,48827160,2393.219781
1548,1982-05-05,Nepal,Singapore,0,2,King's Cup,Bangkok,Thailand,True,1982,Asia,64.597,48827160,2393.219781
1549,1982-05-06,Philippines,Singapore,0,1,King's Cup,Bangkok,Thailand,True,1982,Asia,64.597,48827160,2393.219781
1550,1982-05-09,Thailand,South Korea,0,3,King's Cup,Bangkok,Thailand,False,1982,Asia,64.597,48827160,2393.219781
1551,1982-05-13,Thailand,Singapore,1,0,King's Cup,Bangkok,Thailand,False,1982,Asia,64.597,48827160,2393.219781
1552,1982-05-15,Thailand,Singapore,2,2,King's Cup,Bangkok,Thailand,False,1982,Asia,64.597,48827160,2393.219781
1553,1982-05-17,Thailand,South Korea,0,0,King's Cup,Bangkok,Thailand,False,1982,Asia,64.597,48827160,2393.219781
1554,1982-05-05,Denmark,Sweden,1,1,Nordic Championship,Copenhagen,Denmark,False,1982,Europe,74.63,5117810,21688.04048
1555,1982-05-27,Denmark,Belgium,1,0,Friendly,Copenhagen,Denmark,False,1982,Europe,74.63,5117810,21688.04048
1556,1982-08-11,Denmark,Finland,3,2,Nordic Championship,Copenhagen,Denmark,False,1982,Europe,74.63,5117810,21688.04048
1557,1982-09-22,Denmark,England,2,2,UEFA Euro qualification,Copenhagen,Denmark,False,1982,Europe,74.63,5117810,21688.04048
1558,1982-10-27,Denmark,Czechoslovakia,1,3,Friendly,Copenhagen,Denmark,False,1982,Europe,74.63,5117810,21688.04048
1559,1982-05-12,Morocco,Senegal,2,1,Friendly,Casablanca,Morocco,False,1982,Africa,59.65,20198730,2702.620356
1560,1982-05-19,Sweden,German DR,2,2,Friendly,Halmstad,Sweden,False,1982,Europe,76.42,8325260,20667.38125
1561,1982-06-03,Sweden,Russia,1,1,Friendly,Solna,Sweden,False,1982,Europe,76.42,8325260,20667.38125
1562,1982-06-02,Iceland,England,1,1,Friendly,Reykjavík,Iceland,False,1982,Europe,76.99,233997,23269.6075
1563,1982-09-01,Iceland,Netherlands,1,1,UEFA Euro qualification,Reykjavík,Iceland,False,1982,Europe,76.99,233997,23269.6075
1564,1982-09-08,Iceland,German DR,0,1,Friendly,Reykjavík,Iceland,False,1982,Europe,76.99,233997,23269.6075
1565,1982-06-02,Japan,Singapore,2,0,Kirin Cup,Hiroshima,Japan,False,1982,Asia,77.11,118454974,19384.10571
1566,1982-06-05,Malta,Iceland,2,1,UEFA Euro qualification,Messina,Italy,True,1982,Europe,74.98,56535636,16537.4835
1567,1982-10-27,Italy,Switzerland,0,1,Friendly,Rome,Italy,False,1982,Europe,74.98,56535636,16537.4835
1568,1982-11-13,Italy,Czechoslovakia,2,2,UEFA Euro qualification,Milan,Italy,False,1982,Europe,74.98,56535636,16537.4835
1569,1982-12-04,Italy,Romania,0,0,UEFA Euro qualification,Florence,Italy,False,1982,Europe,74.98,56535636,16537.4835
1570,1982-06-06,Zimbabwe,Uganda,2,1,Friendly,Bulawayo,Zimbabwe,False,1982,Africa,60.363,7636524,788.8550411
1571,1982-06-13,Zimbabwe,Uganda,1,1,Friendly,Harare,Zimbabwe,False,1982,Africa,60.363,7636524,788.8550411
1572,1982-07-25,Zimbabwe,Réunion,2,3,Friendly,Salisbury,Zimbabwe,False,1982,Africa,60.363,7636524,788.8550411
1573,1982-10-03,Zimbabwe,Malawi,0,2,African Cup of Nations qualification,Harare,Zimbabwe,False,1982,Africa,60.363,7636524,788.8550411
1574,1982-06-27,Mozambique,Zimbabwe,1,1,Friendly,Maputo,Mozambique,False,1982,Africa,42.795,12587223,462.2114149
1575,1982-07-06,Malawi,Tanzania,0,1,Friendly,Blantyre,Malawi,False,1982,Africa,45.642,6502825,632.8039209
1576,1982-07-08,Malawi,Tanzania,2,0,Friendly,Lilongwe,Malawi,False,1982,Africa,45.642,6502825,632.8039209
1577,1982-09-12,Malawi,Zimbabwe,2,0,African Cup of Nations qualification,Lilongwe,Malawi,False,1982,Africa,45.642,6502825,632.8039209
1578,1982-08-05,Malaysia,Indonesia,0,2,Merdeka Tournament,Kuala Lumpur,Malaysia,False,1982,Asia,68.0,14441916,4920.355951
1579,1982-08-06,India,Thailand,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1982,Asia,68.0,14441916,4920.355951
1580,1982-08-06,South Korea,Senegal,0,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1982,Asia,68.0,14441916,4920.355951
1581,1982-08-07,Singapore,Ghana,0,3,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1982,Asia,68.0,14441916,4920.355951
1582,1982-08-07,Malaysia,United Arab Emirates,1,0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,1982,Asia,68.0,14441916,4920.355951
1583,1982-08-08,South Korea,Indonesia,4,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1982,Asia,68.0,14441916,4920.355951
1584,1982-08-09,Ghana,India,1,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1982,Asia,68.0,14441916,4920.355951
1585,1982-08-09,Senegal,United Arab Emirates,3,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1982,Asia,68.0,14441916,4920.355951
1586,1982-08-10,Malaysia,South Korea,1,2,Merdeka Tournament,Kuala Lumpur,Malaysia,False,1982,Asia,68.0,14441916,4920.355951
1587,1982-08-11,Indonesia,Senegal,2,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1982,Asia,68.0,14441916,4920.355951
1588,1982-08-11,Thailand,Ghana,1,4,Merdeka Tournament,Kota Bharu,Malaysia,True,1982,Asia,68.0,14441916,4920.355951
1589,1982-08-12,Singapore,India,3,0,Merdeka Tournament,George Town,Malaysia,True,1982,Asia,68.0,14441916,4920.355951
1590,1982-08-12,South Korea,United Arab Emirates,3,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1982,Asia,68.0,14441916,4920.355951
1591,1982-08-13,Malaysia,Senegal,1,0,Merdeka Tournament,Kuantan,Malaysia,False,1982,Asia,68.0,14441916,4920.355951
1592,1982-08-14,Singapore,Thailand,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1982,Asia,68.0,14441916,4920.355951
1593,1982-08-14,Indonesia,United Arab Emirates,1,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1982,Asia,68.0,14441916,4920.355951
1594,1982-08-20,Ghana,Senegal,2,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1982,Asia,68.0,14441916,4920.355951
1595,1982-08-09,Malaysia,Pakistan,4,1,Friendly,Dhaka,Bangladesh,True,1982,Asia,50.009,93074406,676.9818656
1596,1982-08-30,Burundi,Rwanda,1,0,Friendly,Bujumbura,Burundi,False,1982,Africa,47.471,4580410,559.603231
1597,1982-09-12,Tanzania,Uganda,1,1,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,1982,Africa,50.608,19844382,874.2426069
1598,1982-09-19,Somalia,Rwanda,0,1,African Cup of Nations qualification,Mogadishu,Somalia,False,1982,Africa,42.955,5828892,1176.807031
1599,1982-09-26,Uganda,Tanzania,3,2,African Cup of Nations qualification,Kampala,Uganda,False,1982,Africa,49.849,12939400,682.2662268
1600,1982-11-13,Uganda,Malawi,2,1,CECAFA Cup,Kampala,Uganda,False,1982,Africa,49.849,12939400,682.2662268
1601,1982-11-14,Kenya,Sudan,2,0,CECAFA Cup,Jinja,Uganda,True,1982,Africa,49.849,12939400,682.2662268
1602,1982-11-14,Tanzania,Zimbabwe,0,3,CECAFA Cup,Kampala,Uganda,True,1982,Africa,49.849,12939400,682.2662268
1603,1982-11-16,Malawi,Zimbabwe,1,1,CECAFA Cup,Kampala,Uganda,True,1982,Africa,49.849,12939400,682.2662268
1604,1982-11-17,Uganda,Tanzania,1,0,CECAFA Cup,Kampala,Uganda,False,1982,Africa,49.849,12939400,682.2662268
1605,1982-11-18,Sudan,Zanzibar,0,1,CECAFA Cup,Kampala,Uganda,True,1982,Africa,49.849,12939400,682.2662268
1606,1982-11-19,Malawi,Tanzania,2,0,CECAFA Cup,Kampala,Uganda,True,1982,Africa,49.849,12939400,682.2662268
1607,1982-11-20,Uganda,Zimbabwe,1,1,CECAFA Cup,Kampala,Uganda,False,1982,Africa,49.849,12939400,682.2662268
1608,1982-11-21,Kenya,Zanzibar,2,2,CECAFA Cup,Jinja,Uganda,True,1982,Africa,49.849,12939400,682.2662268
1609,1982-11-24,Kenya,Zimbabwe,2,1,CECAFA Cup,Jinja,Uganda,True,1982,Africa,49.849,12939400,682.2662268
1610,1982-11-24,Uganda,Zanzibar,3,0,CECAFA Cup,Kampala,Uganda,False,1982,Africa,49.849,12939400,682.2662268
1611,1982-11-26,Zanzibar,Zimbabwe,0,3,CECAFA Cup,Kampala,Uganda,True,1982,Africa,49.849,12939400,682.2662268
1612,1982-11-27,Uganda,Kenya,1,1,CECAFA Cup,Kampala,Uganda,False,1982,Africa,49.849,12939400,682.2662268
1613,1982-10-01,Egypt,Zambia,3,5,Friendly,Cairo,Egypt,False,1982,Africa,56.006,45681811,3503.729636
1614,1982-10-03,Egypt,Zambia,0,0,Friendly,Cairo,Egypt,False,1982,Africa,56.006,45681811,3503.729636
1615,1982-10-03,Saudi Arabia,Morocco,2,1,Friendly,Riyadh,Saudi Arabia,False,1982,Asia,63.012,11254672,33693.17525
1616,1982-10-12,Saudi Arabia,Cameroon,0,0,Friendly,Riyadh,Saudi Arabia,False,1982,Asia,63.012,11254672,33693.17525
1617,1982-10-10,Portugal,Poland,2,1,UEFA Euro qualification,Lisbon,Portugal,False,1982,Europe,72.77,9859650,11753.84291
1618,1982-10-13,Gabon,Angola,2,2,African Cup of Nations qualification,Libreville,Gabon,False,1982,Africa,56.564,753874,15113.36194
1619,1982-10-27,Turkey,Albania,1,0,UEFA Euro qualification,İzmir,Turkey,False,1982,Europe,61.036,47328791,4241.356344
1620,1982-11-07,Liberia,Sierra Leone,1,0,Friendly,Monrovia,Liberia,False,1982,Africa,44.852,1956875,572.1995694
1621,1982-11-07,Togo,Benin,2,2,Friendly,Lomé,Togo,False,1982,Africa,55.471,2644765,1344.577953
1622,1982-11-14,Togo,Sierra Leone,3,0,African Cup of Nations qualification,Lomé,Togo,False,1982,Africa,55.471,2644765,1344.577953
1623,1982-11-11,Angola,Ghana,1,2,Friendly,Luanda,Angola,False,1982,Africa,39.942,7016384,2756.953672
1624,1982-11-14,Angola,Gabon,4,0,African Cup of Nations qualification,Luanda,Angola,False,1982,Africa,39.942,7016384,2756.953672
1625,1982-11-14,Niger,Senegal,0,0,African Cup of Nations qualification,Niamey,Niger,False,1982,Africa,42.598,6437188,909.7221354
1626,1982-11-28,Gambia,Mali,1,0,African Cup of Nations qualification,Banjul,Gambia,False,1982,Africa,45.58,715523,835.8096108
1627,1982-11-28,Sierra Leone,Togo,0,1,African Cup of Nations qualification,Freetown,Sierra Leone,False,1982,Africa,38.445,3464522,1465.010784
1628,1982-12-15,Albania,Northern Ireland,0,0,UEFA Euro qualification,Tirana,Albania,False,1982,Europe,70.42,2780097,3630.880722
1629,1987-01-07,Portugal,Greece,1,1,Friendly,Portalegre,Portugal,False,1987,Europe,74.06,9915289,13039.30876
1630,1987-02-04,Portugal,Belgium,1,0,Friendly,Braga,Portugal,False,1987,Europe,74.06,9915289,13039.30876
1631,1987-02-14,Portugal,Italy,0,1,UEFA Euro qualification,Oeiras,Portugal,False,1987,Europe,74.06,9915289,13039.30876
1632,1987-03-29,Portugal,Malta,2,2,UEFA Euro qualification,Funchal,Portugal,False,1987,Europe,74.06,9915289,13039.30876
1633,1987-11-11,Portugal,Switzerland,0,0,UEFA Euro qualification,Porto,Portugal,False,1987,Europe,74.06,9915289,13039.30876
1634,1987-01-13,El Salvador,Mexico,1,3,Friendly,Los Angeles,United States,True,1987,Americas,75.02,242803533,29884.35041
1635,1987-10-07,El Salvador,Guatemala,1,0,Friendly,Los Angeles,United States,True,1987,Americas,75.02,242803533,29884.35041
1636,1987-01-14,Greece,Cyprus,3,1,UEFA Euro qualification,Athens,Greece,False,1987,Europe,76.67,9974490,16120.52839
1637,1987-03-11,Greece,Romania,1,1,Friendly,Piraeus,Greece,False,1987,Europe,76.67,9974490,16120.52839
1638,1987-04-29,Greece,Poland,1,0,UEFA Euro qualification,Athens,Greece,False,1987,Europe,76.67,9974490,16120.52839
1639,1987-12-16,Greece,Netherlands,0,3,UEFA Euro qualification,Rhodes,Greece,False,1987,Europe,76.67,9974490,16120.52839
1640,1987-01-14,India,China PR,1,1,Nehru Cup,Calicut,India,False,1987,Asia,58.553,788000000,976.5126756
1641,1987-01-27,Nigeria,Syria,1,0,Nehru Cup,Calicut,India,True,1987,Asia,58.553,788000000,976.5126756
1642,1987-01-17,Mali,Burkina Faso,2,0,Friendly,Bamako,Mali,False,1987,Africa,46.364,7634008,684.1715576
1643,1987-11-08,Mali,Central African Republic,3,1,Friendly,Bamako,Mali,False,1987,Africa,46.364,7634008,684.1715576
1644,1987-12-06,Mali,Burkina Faso,1,2,Friendly,Bamako,Mali,False,1987,Africa,46.364,7634008,684.1715576
1645,1987-01-19,Guinea,Mali,1,0,Friendly,Conakry,Guinea,False,1987,Africa,45.552,5650262,805.5724718
1646,1987-02-22,Guinea,Mauritania,1,0,Amílcar Cabral Cup,Conakry,Guinea,False,1987,Africa,45.552,5650262,805.5724718
1647,1987-02-22,Guinea-Bissau,Mali,0,0,Amílcar Cabral Cup,Conakry,Guinea,True,1987,Africa,45.552,5650262,805.5724718
1648,1987-02-23,Senegal,Sierra Leone,0,1,Amílcar Cabral Cup,Conakry,Guinea,True,1987,Africa,45.552,5650262,805.5724718
1649,1987-02-24,Guinea,Mali,0,0,Amílcar Cabral Cup,Conakry,Guinea,False,1987,Africa,45.552,5650262,805.5724718
1650,1987-02-24,Guinea-Bissau,Mauritania,1,1,Amílcar Cabral Cup,Conakry,Guinea,True,1987,Africa,45.552,5650262,805.5724718
1651,1987-02-25,Cape Verde,Senegal,0,2,Amílcar Cabral Cup,Conakry,Guinea,True,1987,Africa,45.552,5650262,805.5724718
1652,1987-02-26,Guinea,Guinea-Bissau,0,0,Amílcar Cabral Cup,Conakry,Guinea,False,1987,Africa,45.552,5650262,805.5724718
1653,1987-02-26,Mali,Mauritania,1,0,Amílcar Cabral Cup,Conakry,Guinea,True,1987,Africa,45.552,5650262,805.5724718
1654,1987-02-27,Cape Verde,Sierra Leone,0,2,Amílcar Cabral Cup,Conakry,Guinea,True,1987,Africa,45.552,5650262,805.5724718
1655,1987-03-01,Guinea,Senegal,1,0,Amílcar Cabral Cup,Conakry,Guinea,False,1987,Africa,45.552,5650262,805.5724718
1656,1987-03-01,Mali,Sierra Leone,0,0,Amílcar Cabral Cup,Conakry,Guinea,True,1987,Africa,45.552,5650262,805.5724718
1657,1987-03-02,Senegal,Sierra Leone,0,0,Amílcar Cabral Cup,Conakry,Guinea,True,1987,Africa,45.552,5650262,805.5724718
1658,1987-03-03,Guinea,Mali,1,0,Amílcar Cabral Cup,Conakry,Guinea,False,1987,Africa,45.552,5650262,805.5724718
1659,1987-04-12,Guinea,Senegal,0,0,African Cup of Nations qualification,Conakry,Guinea,False,1987,Africa,45.552,5650262,805.5724718
1660,1987-01-21,Spain,Netherlands,1,1,Friendly,Barcelona,Spain,False,1987,Europe,76.9,38880702,15764.98313
1661,1987-02-18,Spain,England,2,4,Friendly,Madrid,Spain,False,1987,Europe,76.9,38880702,15764.98313
1662,1987-09-23,Spain,Luxembourg,2,0,Friendly,Castellón de la Plana,Spain,False,1987,Europe,76.9,38880702,15764.98313
1663,1987-10-14,Spain,Austria,2,0,UEFA Euro qualification,Seville,Spain,False,1987,Europe,76.9,38880702,15764.98313
1664,1987-11-18,Spain,Albania,5,0,UEFA Euro qualification,Seville,Spain,False,1987,Europe,76.9,38880702,15764.98313
1665,1987-01-24,Italy,Malta,5,0,UEFA Euro qualification,Bergamo,Italy,False,1987,Europe,76.42,56729703,19207.23482
1666,1987-09-23,Italy,Yugoslavia,1,0,Friendly,Pisa,Italy,False,1987,Europe,76.42,56729703,19207.23482
1667,1987-11-14,Italy,Sweden,2,1,UEFA Euro qualification,Naples,Italy,False,1987,Europe,76.42,56729703,19207.23482
1668,1987-12-05,Italy,Portugal,3,0,UEFA Euro qualification,Milan,Italy,False,1987,Europe,76.42,56729703,19207.23482
